Annual_Rainfall,Seasonal_Rainfall,Cloud_Visibility,Temperature,Humidity,Wind_Speed,Pressure,Weather_Condition,Flood_Chance
2498.0284918067396,1968.7530443067658,5.764524923193653,25.016231494097596,77.48238988030771,20.010907598191988,1008.6133166044262,Cloudy,1
2117.0414192972894,1627.1733847473288,5.086392415398617,25.353834229938833,76.86184536941722,24.60600854029231,1005.8926030193379,Overcast,0
2588.6131228604154,1920.208459437994,3.3543770956660044,31.01367785400972,91.56350166923006,13.812044660615065,1007.639583301198,Cloudy,1
3113.817913844815,2402.468885171459,3.819942292173635,25.54184486523562,95.86144884912068,11.918627187989632,1011.1642710272918,Overcast,1
2059.5079751659982,1471.5769747272593,5.785925106548459,24.574605926875183,81.27217815656452,22.294221159702857,1011.0511684364606,Cloudy,0
2059.517825830492,1427.1287257143745,6.56794673417769,25.553465053221764,73.9076379627964,17.772472748596176,1010.1801411354695,Overcast,0
3147.5276893044347,2511.472829504028,3.28557793285325,32.47452933661685,93.46286831016391,23.813486937901665,1012.3167937304163,Overcast,1
2660.460837491745,2147.6060840433042,2.2220365569977276,28.05217349750781,90.8046155675697,11.659419506401967,1003.7588081182857,Overcast,1
1918.3153684390288,1385.691709844011,6.069754399428582,27.282995898572352,80.89613947838818,5.543927522035984,1007.0526609675146,Sunny,0
2525.536026151579,1881.9850995709558,4.928294317790635,27.559978005195795,71.60840376176816,14.26897142721566,1013.8648505685924,Cloudy,0
1921.9493843125226,1325.0720913542418,7.447713001343266,33.16824133730609,65.50732832065479,12.635531735144887,1010.7209758369661,Sunny,0
1920.562147857846,1427.6513477990854,5.5930320209690265,25.003313093587032,80.341409636998,17.4484811994379,1009.5134130651337,Overcast,0
2345.1773629396203,1547.3771580105824,8.145966713020623,33.262033163760414,74.40517252133235,13.542083500107273,1006.2444631646779,Rainy,0
1052.0318532053213,753.8786753761376,5.821334650777547,28.841985195686014,59.20604064331191,23.187118659355143,1013.8301598812645,Sunny,0
1165.0493004921802,1054.2323397315686,8.937820148034229,27.35832247209861,61.29973406054812,15.982948163042387,1013.1192718094771,Sunny,0
1862.6274824554164,1594.9680497329234,5.743397110613966,38.00360199173713,73.8077173211615,19.053321491417307,1006.3999567517188,Overcast,0
1592.3013277993457,1077.747635145278,8.337132758949071,23.777442040805614,60.950614168635504,19.10344190908661,1010.9866811261977,Cloudy,0
2388.5483995571644,1790.5358086261722,5.61942225930505,26.585256961731975,90.29773484076526,19.364685646885313,1008.0249998084803,Rainy,1
1655.1855546872735,1171.2581067112992,8.439321376452314,23.070275043343997,69.40878818528545,17.831096226815188,1011.8637377502187,Sunny,0
1352.6177791988252,960.3915955222918,7.1341866537308976,31.809847882144677,65.7167738832246,21.574204832872194,1008.4409439549304,Sunny,0
3079.3892613529324,2438.9320496557316,2.584325365647296,34.75675573460671,93.58925087010135,12.430414063219347,1010.6260688646871,Overcast,1
2064.5342197080786,1547.1602696918658,7.8367044704956115,34.679691125618554,80.59773034119728,27.795925486577183,1012.5902704458199,Overcast,0
2240.5169228127543,1578.5914807935367,5.917344522957589,32.89579501258402,81.0392987959988,16.344238316420252,1008.6485017211564,Rainy,0
1345.1510882719258,847.0775699759407,8.148176243409202,27.20951812881614,69.48606921913687,8.819156034709229,1011.527151965165,Sunny,0
1873.3703652848903,1208.5924715892522,8.460221117880623,26.539036090040614,66.98898010586659,19.316513498942413,1010.562091977203,Cloudy,0
2266.5535538259196,1661.2595273618178,4.608504891082133,21.31532091002374,76.19832476457933,12.041736622867605,1007.1275425831078,Cloudy,0
1509.4038535466184,1069.5444403715856,8.040727976238145,36.14349414072717,71.67089895007113,22.657341741562124,1010.104563610723,Cloudy,0
2425.4188110074033,1437.86812569614,5.6974559780041805,29.875912312593872,71.32752345340424,33.467239032296646,1009.3962951446557,Overcast,0
1839.6167860487171,1407.3024507529744,6.323140646344318,26.032172380522066,73.42950768574678,12.493995359095049,1015.1475969429448,Overcast,0
2024.983750124034,1417.1928929516137,6.543752526082113,33.31222755594787,75.61370037131763,20.326606332567895,1013.1158786151526,Overcast,0
1838.9760326623618,1310.2667861942496,4.924066800778053,24.108941932959997,75.76370518145605,5.711460879067607,1013.4364081680291,Sunny,0
3311.366910705363,2404.889998371501,3.053170552686726,29.626488136890696,81.19309516100735,21.17733660608943,1008.0934768444415,Rainy,1
2191.9016651572397,1790.8157196674645,7.1442481717271065,27.30948346283666,83.42065691056914,11.80000340140217,1005.6786332409814,Overcast,0
1565.3734426264598,1206.9454983518513,8.046065680422126,30.554708559521202,68.94713801660556,13.626157670958623,1010.8523750250951,Cloudy,0
2693.5269472619134,1817.0989281128063,5.382085186925303,27.745705843255514,83.82227068953534,10.290994571121203,1011.8544689517975,Rainy,1
1467.4938100173867,1072.0973430552258,7.611504792577407,22.196288435555104,71.75294751269456,23.125058582383147,1007.6515483017141,Cloudy,0
2325.3181570028532,1508.8574666827246,5.874765326529438,28.30230549068015,83.18719975030787,25.051130502312837,1011.8801347316773,Rainy,0
1024.1979256721347,889.4329855410394,9.40431759914098,32.19545656750145,71.59115133045667,18.163696502609554,1019.0030510573181,Sunny,0
1403.0883706609416,1138.8831432712095,6.91236904846898,27.88313437658406,75.7142440342383,11.949013062649962,1014.3891727937319,Overcast,0
2318.116741521474,1690.1686772969124,6.052788817319536,31.100460486356344,85.38782955077974,29.126661252727036,1013.6081918156963,Rainy,0
2643.079947997246,1778.2995701058765,6.9294872477057865,23.817882057303787,81.09522109251101,12.747129105717406,1009.7273510176402,Rainy,0
2302.8209687139824,1656.7466600452642,4.925287568071751,27.89495682692059,77.77336976927194,3.0,1012.3813069794775,Overcast,0
2130.611030567056,1727.8407674590553,7.550945102748634,25.50195817964569,83.16143154020926,21.208723069699477,1007.0869711320744,Cloudy,0
2019.3377826464266,1397.3682829189224,4.670025601010642,30.98792336041884,76.94987613914715,10.266577284509383,1012.7296971606273,Cloudy,0
1312.8868057795435,976.8013914558101,9.513567078695834,28.125966249047984,64.73469200723886,24.920261554494225,1013.7071597639963,Overcast,0
1768.0934749631747,1121.9800757448008,6.747839109895629,30.76029470534645,70.72378497312137,15.332036123286068,1012.129799936297,Sunny,0
1923.6167374241275,1535.8837070109307,5.869052235082335,32.35084170463146,75.42257944959253,22.225992683809373,1013.8284099024524,Overcast,0
2834.2733357313496,1720.3935525566706,3.431003913188792,30.766474300485555,74.40356133364423,27.810502425865106,1007.6490003112689,Rainy,1
2406.170973741077,1842.8668086149523,4.847079317609388,29.092473737174576,87.16675051713095,9.537987947654948,1008.2959380885292,Overcast,1
1142.1759067823596,865.8827655064811,6.587525249001536,24.00715096595438,64.70737563775846,14.038440083753162,1012.4001102390532,Sunny,0
2394.450381636877,1771.9654816667232,4.840910681385024,27.988855557332396,89.77629931627298,17.470302491400556,1006.0046154811761,Overcast,1
1968.95063175021,1365.4846642001012,6.421515180553092,25.867638391936666,64.63061638566919,28.762859233240405,1011.129180284067,Overcast,0
1793.8467998164247,1350.3163593455524,7.773559039003605,26.623744173183095,69.72137879154236,13.391320974416882,1005.3421542299867,Sunny,0
2567.0057733045205,1799.8685947997603,5.74945253468135,26.501863396998996,80.16100409678369,13.83847412835695,1012.1413016206187,Rainy,1
2818.5997134975705,2002.8031268590976,5.3622041669335925,24.08029770087102,89.06695760246286,21.34698402889066,1008.4639016768342,Cloudy,1
2758.768071469719,1623.7740811550082,4.625941530497805,20.17064564346404,79.06024821559438,13.959398920026004,1008.0247410177719,Overcast,1
1696.469486066417,1285.258890340899,5.729947866624476,25.32742780668893,72.9733452765854,19.067681180283316,1008.2126828619782,Overcast,0
2014.4725744892712,1322.5911917982512,8.851992042525946,28.773517807696635,66.40686756720012,7.139238053223114,1009.8876256051483,Cloudy,0
2398.7580588421383,1770.4603461543186,4.691607892898308,22.60729181829004,73.72296544975795,33.50030959789618,1011.1632446451362,Rainy,0
2785.3270762734155,2036.2543586647205,6.896814005806953,28.062728945886498,85.55009594586153,8.566035387834177,1009.8557024073302,Overcast,1
1912.495457292826,1505.0976033266063,5.945582553026445,35.60107369724386,68.26443008635165,15.747731072068541,1007.866394147076,Overcast,0
2088.6046140017097,1579.5840099952065,6.053785498384189,32.09222622100896,73.66701141514014,17.772632749105338,1007.1966009487998,Rainy,0
1536.199015596383,1027.7593302002106,8.715039866775388,34.57416603648212,69.63390881543279,31.38881694049757,1013.5448316849582,Overcast,0
1482.2760255515975,1220.109131128177,8.475998078505945,29.564511507730906,65.42353082408573,8.72607953347082,1008.765927349061,Cloudy,0
2687.5154934365187,1981.2513535085213,4.913896543893792,32.670039291945784,91.04763570361771,31.885928948351257,1008.5755581438767,Cloudy,1
